CustomerID,BirthYear,Age,Education,Marital_Status,Income,NumberOfKidsAtHome,NumberOfTeensAtHome,TotalNumberOfChildren,EnrollmentDate,DaysSinceEnrollment,Recency,HasComplained,AmountSpentOnWines,AmountSpentOnFruits,AmountSpentOnMeat,AmountSpentOnFish,AmountSpentOnSweets,AmountSpentOnGold,TotalSpending,NumberOfDealsPurchases,NumberOfWebPurchases,NumberOfCatalogPurchases,NumberOfStorePurchases,TotalNumberOfPurchases,NumberOfWebVisitsPerMonth,AcceptedCampaign1,AcceptedCampaign2,AcceptedCampaign3,AcceptedCampaign4,AcceptedCampaign5,AcceptedLastCampaign,TotalAcceptedCampaigns
5987,1989,25,2n Cycle,Together,10404,1,0,1,2014-05-04,56,52,0,2,2,11,10,6,12,43,2,1,0,4,7,5,0,0,0,0,0,0,0
3767,1968,46,Graduation,Married,61314,0,1,1,2013-04-25,430,1,0,378,0,189,97,172,172,1008,2,5,5,12,24,3,0,0,0,0,0,0,0
3725,1961,53,PhD,Single,84865,0,0,0,2013-05-09,416,1,0,1248,16,349,43,16,16,1688,1,2,4,9,16,4,1,1,0,1,1,1,5
4324,1989,25,Graduation,Married,42387,1,0,1,2012-10-29,608,42,0,235,0,235,19,4,191,684,5,8,1,7,21,8,0,0,0,0,0,0,0
238,1967,47,2n Cycle,Together,67309,1,1,2,2013-01-23,522,76,0,515,47,181,149,95,95,1082,15,9,6,9,39,7,0,0,0,0,0,0,0
6694,1964,50,Graduation,Married,75236,0,1,1,2013-11-25,216,27,0,438,66,400,12,38,114,1068,1,8,3,13,25,4,0,0,0,0,0,0,0
498,1970,44,Graduation,Single,30015,1,0,1,2014-02-02,147,28,0,25,0,22,2,3,5,57,2,1,0,4,7,5,0,0,0,0,0,0,0
9347,1956,58,Master,Together,50943,0,1,1,2013-06-21,373,49,0,31,0,7,2,0,6,46,1,1,0,3,5,5,0,0,0,0,0,0,0
9699,1966,48,Graduation,Divorced,67272,0,1,1,2013-12-21,190,12,0,357,35,271,28,28,14,733,3,6,2,12,23,5,0,0,0,0,0,0,0
10664,1949,65,Master,Widow,51529,0,1,1,2013-09-07,295,14,0,400,4,35,6,0,22,467,2,9,1,5,17,8,0,0,0,0,0,0,0
5455,1971,43,PhD,Married,32011,1,0,1,2013-08-22,311,89,0,99,0,15,2,1,5,122,3,2,1,4,10,7,0,0,0,0,0,0,0
456,1986,28,2n Cycle,Married,7500,1,0,1,2013-02-07,507,96,0,1,11,5,4,6,9,36,2,2,0,3,7,8,0,0,0,0,0,0,0
5012,1989,25,Graduation,Married,28691,1,0,1,2013-07-04,360,56,0,5,4,13,8,0,4,34,1,1,0,3,5,8,0,0,0,0,0,0,0
7495,1948,66,PhD,Married,56223,0,1,1,2013-12-20,191,72,0,77,28,31,16,0,4,156,2,2,1,5,10,4,0,0,0,0,0,0,0
5029,1946,68,Graduation,Married,18100,0,0,0,2013-08-06,327,14,0,3,1,2,4,3,1,14,1,0,0,3,4,5,0,0,0,0,0,0,0
10642,1989,25,Graduation,Single,30279,1,0,1,2012-12-30,546,13,0,10,4,14,4,4,1,37,1,1,0,3,5,8,0,0,0,0,0,0,0
2106,1974,40,2n Cycle,Married,20130,0,0,0,2014-03-17,104,99,0,0,6,3,7,6,12,34,1,1,0,3,5,8,0,0,0,0,0,0,0
10364,1959,55,Graduation,Divorced,23295,0,0,0,2013-07-13,351,72,0,0,0,1,2,12,5,20,1,1,0,2,4,8,0,0,0,0,0,0,0
5954,1972,42,Master,Divorced,42618,1,0,1,2013-10-09,263,92,0,76,14,74,13,5,10,192,2,5,0,4,11,8,0,0,0,0,0,0,0
1137,1964,50,Graduation,Single,81246,0,0,0,2013-12-29,182,87,0,398,190,537,61,156,37,1379,1,4,5,7,17,1,1,0,1,0,0,0,2
2541,1976,38,Graduation,Married,24027,1,0,1,2013-06-09,385,7,0,14,7,11,11,0,5,48,2,2,0,3,7,8,0,0,0,0,0,0,0
1142,1953,61,PhD,Married,55707,0,1,1,2013-12-22,189,91,0,208,7,82,30,66,35,428,2,3,2,9,16,3,0,0,0,0,0,0,0
2276,1955,59,Graduation,Single,57959,0,1,1,2013-05-02,423,71,0,430,16,322,43,24,33,868,5,4,7,11,27,3,0,0,0,0,0,0,0
2807,1969,45,Graduation,Married,56796,0,1,1,2013-02-16,498,24,0,656,38,161,62,47,37,1001,3,8,9,7,27,7,0,0,0,0,0,0,0
6471,1971,43,Master,Single,36230,1,0,1,2013-10-17,255,17,0,14,2,30,8,2,3,59,1,2,0,4,7,5,0,0,0,0,0,0,0
6131,1980,34,2n Cycle,Married,70829,1,1,2,2013-12-01,210,87,0,141,70,106,72,19,23,431,2,4,2,8,16,3,0,0,0,0,0,0,0
6233,1976,38,Graduation,Married,65991,0,1,1,2012-09-07,660,21,0,507,19,364,25,47,9,971,3,9,5,10,27,7,0,0,0,0,0,0,0
4148,1972,42,Graduation,Married,38988,1,2,3,2012-08-20,678,90,0,164,24,103,12,3,42,348,7,5,1,6,19,8,0,0,0,0,0,0,0
4947,1966,48,2n Cycle,Single,89572,0,0,0,2012-09-15,652,44,0,606,24,974,197,194,64,2059,1,7,7,9,24,4,1,0,0,1,0,1,3
3225,1984,30,Master,Married,42207,1,0,1,2013-04-01,454,71,0,116,11,72,3,17,46,265,4,4,1,5,14,6,0,0,1,0,0,1,2
7540,1952,62,Graduation,Married,50300,0,1,1,2014-05-25,35,52,0,143,15,60,24,23,5,270,2,2,1,8,13,2,0,0,0,0,0,0,0
10648,1982,32,2n Cycle,Together,66664,0,0,0,2012-09-25,642,78,0,398,96,447,220,96,32,1289,1,5,7,6,19,3,0,0,0,0,0,0,0
1992,1964,50,Graduation,Married,60597,0,1,1,2014-01-01,179,2,0,522,0,257,32,16,66,893,4,2,2,8,16,7,1,0,0,0,0,1,2
7851,1949,65,Graduation,Widow,70165,0,0,0,2013-09-22,280,60,0,161,0,253,199,191,122,926,1,3,7,11,22,1,0,0,0,0,0,0,0
8594,1958,56,PhD,Widow,50520,0,1,1,2014-01-28,152,25,0,112,0,6,2,1,14,135,2,3,1,3,9,6,0,0,0,0,0,0,0
7059,1963,51,Graduation,Married,80124,0,0,0,2014-06-26,3,47,0,483,84,398,205,84,241,1495,1,3,7,8,19,1,0,0,1,0,0,0,1
2815,1975,39,Graduation,Married,33183,1,0,1,2014-02-24,125,46,0,7,5,39,17,15,37,120,2,4,0,3,9,7,0,0,0,0,0,0,0
2416,1969,45,PhD,Single,66582,0,0,0,2014-03-03,118,83,0,789,25,420,16,38,0,1288,1,2,8,9,20,1,0,0,0,0,0,0,0
7999,1955,59,PhD,Together,75261,0,0,0,2013-04-23,432,17,0,1239,17,413,23,34,17,1743,1,5,6,5,17,2,0,0,0,1,1,1,3
9213,1970,44,Graduation,Widow,31880,1,0,1,2012-10-31,606,13,0,4,1,5,2,0,3,15,1,1,0,2,4,8,0,0,0,0,0,0,0
9697,1951,63,Graduation,Married,53790,0,2,2,2014-03-06,115,86,0,335,42,127,28,5,5,542,3,7,2,8,20,6,0,0,0,0,0,0,0
3916,1971,43,PhD,Together,49269,1,0,1,2012-08-15,683,92,0,639,8,166,11,8,58,890,3,7,3,12,25,7,0,0,0,0,0,0,0
2021,1975,39,Graduation,Married,61456,0,1,1,2013-03-27,459,47,0,563,76,384,84,192,89,1388,4,6,10,13,33,4,0,0,0,0,0,0,0
1581,1980,34,Graduation,Married,37406,1,0,1,2013-10-10,262,18,0,2,0,8,2,2,3,17,1,1,0,2,4,8,0,0,0,0,0,1,1
564,1981,33,PhD,Together,56937,1,0,1,2012-08-04,694,81,0,746,8,125,11,8,8,906,7,8,6,9,30,6,0,0,0,1,0,1,2
6619,1978,36,Graduation,Married,38415,1,1,2,2013-01-02,543,91,0,22,1,13,4,0,4,44,2,1,0,3,6,7,0,0,0,0,0,0,0
9081,1988,26,Graduation,Single,20518,1,0,1,2014-05-18,42,58,0,4,1,6,4,1,9,25,1,1,1,2,5,5,0,0,0,0,0,0,0
178,1956,58,Graduation,Married,62503,0,1,1,2013-02-18,496,40,0,478,0,193,110,75,117,973,4,8,3,11,26,5,0,0,0,0,0,0,0
916,1972,42,PhD,Single,41644,1,1,2,2014-05-09,51,67,0,20,3,4,2,0,2,31,2,1,0,3,6,3,0,0,0,0,0,0,0
5512,1977,37,Master,Married,55842,0,1,1,2014-05-23,37,19,0,451,0,39,0,4,24,518,1,7,1,8,17,5,0,0,0,0,0,0,0
8970,1972,42,PhD,Married,62010,0,1,1,2012-10-23,614,93,0,371,22,39,6,0,92,530,4,6,2,7,19,5,0,0,0,0,0,0,0
10581,1977,37,Graduation,Married,41124,1,0,1,2012-10-31,606,41,0,281,7,84,15,0,119,506,7,7,3,4,21,8,0,0,0,0,0,0,0
5300,1973,41,Master,Married,38961,1,0,1,2013-12-30,181,60,0,19,7,19,0,1,24,70,1,2,1,2,6,7,0,0,0,0,0,0,0
5154,1972,42,Master,Divorced,37760,1,0,1,2013-08-11,322,54,0,26,3,13,2,10,0,54,1,2,0,3,6,6,0,0,0,0,0,0,0
8346,1974,40,Graduation,Single,32233,1,0,1,2012-08-19,679,26,0,138,15,35,25,11,72,296,2,6,2,2,12,9,0,0,1,0,0,1,2
1676,1975,39,Graduation,Married,43057,0,1,1,2013-10-30,242,30,0,213,2,44,0,2,5,266,4,4,2,5,15,5,0,0,0,0,0,0,0
9286,1960,54,Master,Together,83151,0,0,0,2012-10-10,627,93,0,407,28,100,120,74,18,747,1,5,9,4,19,3,0,0,0,0,0,0,0
2426,1964,50,PhD,Divorced,78825,0,0,0,2012-09-14,653,35,0,483,74,114,169,37,18,895,1,5,10,13,29,3,0,0,0,0,0,1,1
5172,1976,38,Master,Together,65104,0,1,1,2013-11-14,227,4,0,738,0,232,13,20,50,1053,2,3,5,7,17,7,0,0,0,0,0,0,0
5562,1974,40,Graduation,Married,60093,0,1,1,2013-06-26,368,92,0,502,12,109,16,6,90,735,2,7,2,10,21,6,0,0,0,0,0,0,0
3436,1969,45,Graduation,Married,14045,1,0,1,2014-01-26,154,24,0,11,0,5,2,1,1,20,1,1,0,3,5,7,0,0,0,0,0,0,0
3921,1952,62,2n Cycle,Widow,28457,0,0,0,2012-10-28,609,96,0,24,1,108,29,29,14,205,1,4,1,4,10,8,0,0,0,0,0,0,0
3403,1958,56,PhD,Together,78952,0,1,1,2012-09-24,643,11,0,1170,19,594,99,76,134,2092,2,2,5,12,21,6,0,0,0,0,0,0,0
22,1976,38,Graduation,Divorced,46310,1,0,1,2012-12-03,573,99,0,185,2,88,15,5,14,309,2,6,1,5,14,8,0,0,0,0,0,0,0
10965,1955,59,Graduation,Together,76005,0,0,0,2013-02-22,492,72,0,983,20,389,240,50,40,1722,1,3,5,13,22,6,1,0,0,0,0,0,1
9426,1964,50,Master,Single,58308,0,1,1,2013-01-12,533,77,0,691,0,69,10,0,130,900,4,2,6,3,15,8,0,0,0,0,0,0,0
6605,1944,70,PhD,Divorced,55614,0,0,0,2013-11-27,214,85,0,504,13,131,8,0,26,682,1,9,4,6,20,7,0,0,0,1,0,0,1
3136,1962,52,Master,Divorced,59432,0,1,1,2013-04-13,442,88,0,317,25,265,25,19,12,663,3,5,3,11,22,5,0,0,0,0,0,0,0
8737,1978,36,Graduation,Divorced,55563,0,1,1,2014-04-05,85,22,0,29,1,9,2,0,2,43,1,2,0,3,6,3,0,0,0,0,0,0,0
11088,1971,43,PhD,Together,78642,0,1,1,2013-04-21,434,83,0,1396,0,322,46,35,17,1816,1,4,9,4,18,6,0,0,0,0,0,0,0
716,1949,65,PhD,Together,67911,0,1,1,2014-05-22,38,63,0,529,0,356,63,28,0,976,3,6,7,11,27,3,0,0,0,0,0,0,0
466,1944,70,Graduation,Married,65275,0,0,0,2013-04-03,452,9,0,388,14,218,91,14,21,746,1,4,3,13,21,2,0,0,0,0,0,0,0
9135,1950,64,Graduation,Together,27203,1,1,2,2012-08-06,692,92,0,13,2,21,4,0,24,64,2,1,1,2,6,8,0,0,0,0,0,0,0
10623,1961,53,Master,Together,48330,0,1,1,2013-11-15,226,2,0,28,0,4,0,0,0,32,1,1,0,3,5,5,0,0,0,0,0,0,0
8151,1990,24,Basic,Married,24279,0,0,0,2012-12-29,547,6,0,16,36,21,20,62,108,263,1,4,1,3,9,8,0,0,0,0,0,0,0
5140,1985,29,PhD,Married,64355,1,0,1,2012-08-24,674,66,0,1047,0,140,67,38,153,1445,2,4,3,12,21,8,0,0,0,0,0,0,0
10160,1956,58,Master,Together,50943,0,1,1,2013-06-21,373,49,0,31,0,7,2,0,6,46,1,1,0,3,5,5,0,0,0,0,0,0,0
4945,1953,61,Graduation,Widow,53653,0,0,0,2012-11-07,599,29,0,815,10,239,28,10,108,1210,2,10,4,12,28,6,0,0,0,0,0,0,0
10584,1976,38,Graduation,Married,65665,0,1,1,2013-12-02,209,77,0,225,162,387,106,36,29,945,1,5,10,8,24,3,0,0,0,0,0,0,0
6071,1989,25,Graduation,Single,81217,0,0,0,2013-07-19,345,77,0,493,70,324,146,40,84,1157,1,3,7,11,22,1,0,0,0,0,0,0,0
3386,1992,22,Graduation,Married,34935,0,0,0,2013-06-21,373,71,0,34,4,66,3,10,20,137,1,2,1,4,8,7,0,0,0,0,0,0,0
8939,1959,55,Graduation,Divorced,61250,0,1,1,2012-12-16,560,49,0,382,138,65,60,26,59,730,6,5,2,12,25,5,0,0,0,0,0,0,0
9925,1981,33,PhD,Together,39665,1,0,1,2013-05-25,400,97,0,127,1,56,0,1,31,216,3,4,2,3,12,7,0,0,1,0,0,0,1
4320,1979,35,Graduation,Single,60152,0,1,1,2013-03-28,458,6,0,325,83,300,86,58,91,943,1,6,4,12,23,3,0,0,0,0,0,0,0
5389,1964,50,Graduation,Married,48920,0,2,2,2013-10-20,252,93,0,238,17,68,8,10,6,347,3,6,2,5,16,7,0,0,0,1,0,0,1
6036,1959,55,Master,Together,89120,0,0,0,2014-03-17,104,78,0,1168,92,408,72,129,55,1924,1,5,6,7,19,1,0,0,0,0,1,0,1
182,1946,68,PhD,Together,44124,0,1,1,2013-05-11,414,62,0,284,0,55,0,6,52,397,4,6,2,5,17,8,0,0,0,0,0,0,0
203,1975,39,Master,Single,81169,0,0,0,2013-04-14,441,47,0,1288,20,613,80,61,27,2089,1,5,7,9,22,2,0,0,0,0,0,0,0
11025,1961,53,Graduation,Married,36443,1,1,2,2013-02-03,511,9,0,65,0,46,4,3,20,138,4,3,1,3,11,8,0,0,0,0,0,0,0
10203,1990,24,Graduation,Single,26095,1,0,1,2013-06-30,364,77,0,11,7,9,3,1,11,42,1,1,0,3,5,7,0,0,0,0,0,0,0
4607,1959,55,Graduation,Together,71367,0,0,0,2013-08-23,310,24,0,227,23,389,42,21,75,777,1,4,5,7,17,2,0,0,0,0,0,0,0
3711,1944,70,Master,Married,80184,0,0,0,2014-03-01,120,19,0,1035,134,670,25,38,0,1902,1,6,3,10,20,3,1,0,0,0,1,0,2
3696,1965,49,Graduation,Divorced,30630,1,1,2,2014-01-27,153,67,0,27,1,12,2,0,10,52,2,2,0,3,7,7,0,0,0,0,0,0,0
2532,1987,27,Master,Single,73454,0,0,0,2014-03-01,120,95,0,982,73,351,56,14,175,1651,1,2,4,6,13,5,0,0,1,0,0,0,1
9214,1991,23,Graduation,Married,42691,0,0,0,2013-08-16,317,48,0,179,2,64,38,17,58,358,1,5,1,6,13,5,0,0,0,0,0,0,0
4943,1953,61,Graduation,Married,70503,0,0,0,2012-09-30,637,73,0,1379,33,216,0,33,66,1727,1,2,4,9,16,6,0,0,0,1,1,0,2
35,1987,27,Graduation,Married,25545,1,0,1,2012-09-08,659,35,0,32,1,64,16,12,85,210,3,2,2,3,10,6,0,0,0,0,0,1,1
2258,1986,28,Graduation,Married,32880,1,0,1,2012-12-04,572,76,0,8,4,15,7,6,2,42,1,1,0,3,5,8,0,0,0,0,0,0,0
4322,1958,56,PhD,Together,77863,0,0,0,2013-11-27,214,20,0,881,38,319,16,25,12,1291,1,4,5,10,20,2,0,0,0,0,0,0,0
713,1977,37,Master,Married,50353,0,0,0,2014-06-08,21,72,0,141,15,153,67,31,35,442,1,4,4,6,15,3,0,0,0,0,0,0,0
4702,1964,50,Graduation,Single,61839,0,0,0,2012-08-12,686,20,0,1000,155,379,224,17,120,1895,1,4,8,4,17,8,0,0,0,0,0,0,0
3281,1960,54,PhD,Married,49154,1,1,2,2013-11-03,238,69,0,206,10,67,30,27,71,411,6,4,1,8,19,6,0,0,0,0,0,0,0
702,1975,39,2n Cycle,Widow,47682,0,1,1,2013-02-15,499,80,0,162,61,83,97,57,61,521,4,4,3,8,19,5,0,0,0,0,0,0,0
2004,1969,45,Graduation,Single,72679,0,1,1,2013-09-18,284,65,0,619,54,260,127,54,54,1168,1,4,7,5,17,1,0,0,0,0,0,0,0
4769,1977,37,Master,Together,57954,1,1,2,2014-06-18,11,52,0,456,4,24,0,0,9,493,7,8,2,6,23,7,0,0,0,1,0,0,1
4437,1962,52,Graduation,Married,65316,1,1,2,2013-04-24,431,65,0,112,6,92,3,9,38,260,2,3,2,5,12,4,0,0,0,0,0,0,0
8724,1982,32,Graduation,Single,28567,1,0,1,2013-06-17,377,57,0,11,3,22,2,2,6,46,2,2,0,3,7,6,0,0,0,0,0,0,0
10741,1951,63,Master,Together,47352,0,1,1,2013-04-11,444,70,0,172,12,112,8,0,15,319,4,6,1,5,16,7,0,0,0,0,0,0,0
1991,1967,47,Graduation,Together,44931,0,1,1,2014-01-18,162,0,0,78,0,11,0,0,7,96,1,2,1,3,7,5,0,0,0,0,0,0,0
6931,1967,47,Graduation,Divorced,76982,0,0,0,2014-02-15,134,19,0,464,151,292,65,60,30,1062,1,8,3,4,16,4,0,0,0,0,1,1,2
11096,1952,62,2n Cycle,Together,57247,0,1,1,2013-08-08,325,50,0,99,4,32,37,54,6,232,2,2,1,7,12,2,0,0,0,0,0,0,0
304,1981,33,Master,Single,22944,1,0,1,2013-12-23,188,67,0,19,3,19,4,5,26,76,3,3,0,3,9,7,0,0,0,0,0,0,0
3665,1977,37,2n Cycle,Together,25315,1,0,1,2013-11-07,234,46,0,1,9,8,11,3,22,54,3,3,0,3,9,8,0,0,0,0,0,0,0
10591,1969,45,Graduation,Widow,43638,0,1,1,2012-08-06,692,37,0,63,10,83,7,19,19,201,2,4,1,4,11,7,0,0,0,0,0,0,0
5036,1984,30,PhD,Single,42710,1,0,1,2012-11-28,578,38,0,252,3,42,4,3,102,406,2,4,5,3,14,6,0,0,0,0,0,0,0
5547,1982,32,PhD,Married,84169,0,0,0,2013-08-07,326,9,0,1478,19,403,0,19,0,1919,1,7,6,6,20,3,0,0,0,1,1,1,3
7822,1976,38,Graduation,Together,54058,0,1,1,2013-06-04,390,56,0,198,18,252,32,108,54,662,2,4,6,8,20,3,0,0,0,0,0,0,0
8541,1990,24,2n Cycle,Married,24683,1,0,1,2014-03-08,113,98,0,8,4,10,6,7,6,41,2,2,0,4,8,5,0,0,0,0,0,0,0
10955,1964,50,Graduation,Widow,85620,0,0,0,2014-01-07,173,68,0,416,46,925,60,107,46,1600,1,3,6,4,14,1,0,0,0,0,0,1,1
4368,1980,34,Graduation,Married,47850,1,0,1,2013-12-03,208,72,0,42,7,43,20,12,10,134,1,3,0,4,8,6,0,0,0,0,0,0,0
9671,1968,46,Graduation,Married,19514,1,1,2,2014-01-26,154,47,0,14,3,21,2,1,28,69,4,3,1,2,10,8,0,0,1,0,0,1,2
2256,1973,41,Master,Married,27159,1,1,2,2014-03-29,92,33,0,17,0,3,0,0,1,21,2,1,0,3,6,6,0,0,0,0,0,0,0
4279,1963,51,2n Cycle,Single,39548,1,1,2,2014-03-31,90,87,0,15,4,10,3,4,18,54,2,1,1,3,7,3,0,0,0,0,0,0,0
5371,1989,25,Graduation,Single,21474,1,0,1,2014-04-08,82,0,0,6,16,24,11,0,34,91,2,3,1,2,8,7,0,0,1,0,0,1,2
9240,1971,43,PhD,Single,60504,0,1,1,2014-02-07,142,73,0,458,0,24,6,4,34,526,2,6,2,8,18,6,0,0,0,0,0,0,0
9460,1963,51,Graduation,Married,22419,0,0,0,2013-04-18,437,74,0,30,3,47,19,21,42,162,1,3,2,2,8,8,0,0,0,0,0,0,0
9504,1949,65,Master,Married,81698,0,0,0,2013-11-06,235,4,0,179,28,520,111,123,47,1008,1,3,8,13,25,1,0,0,0,0,0,1,1
8692,1952,62,Graduation,Together,43462,1,1,2,2012-09-12,655,50,0,90,17,97,15,6,15,240,6,4,1,5,16,8,0,0,0,0,0,0,0
448,1978,36,PhD,Single,54880,1,0,1,2013-03-01,485,57,0,308,85,137,102,45,118,795,2,6,2,11,21,5,0,0,0,0,0,0,0
8314,1982,32,Graduation,Married,79908,0,0,0,2013-04-05,450,30,0,557,129,761,29,185,111,1772,1,5,6,7,19,2,0,0,0,0,1,0,1
8420,1970,44,2n Cycle,Married,15315,0,0,0,2013-08-03,330,27,0,7,4,13,15,8,17,64,2,2,0,4,8,5,0,0,0,0,0,0,0
3174,1959,55,Graduation,Together,87771,0,1,1,2013-05-22,403,61,0,1492,38,287,50,57,33,1957,1,5,10,4,20,6,1,1,0,1,1,1,5
7685,1978,36,Graduation,Married,33039,1,0,1,2013-09-09,293,4,0,30,8,12,8,8,12,78,1,2,0,4,7,5,0,0,0,0,0,0,0
3179,1980,34,Graduation,Single,81741,0,0,0,2013-06-16,378,75,0,249,153,940,58,134,38,1572,0,6,6,7,19,2,0,0,0,0,0,0,0
9780,1971,43,Master,Together,71499,0,1,1,2013-06-25,369,12,0,465,25,132,136,0,37,795,2,8,3,13,26,4,0,0,0,0,0,0,0
10681,1970,44,2n Cycle,Married,62466,0,1,1,2014-01-15,165,13,0,129,129,259,168,121,83,889,5,6,3,12,26,4,0,0,0,0,0,0,0
10232,1963,51,PhD,Divorced,48799,0,1,1,2013-11-05,236,9,0,174,18,81,28,6,24,331,3,3,2,7,15,3,0,0,0,0,0,0,0
4184,1950,64,PhD,Together,52157,0,1,1,2014-06-07,22,48,0,189,2,29,3,2,40,265,2,3,2,5,12,4,0,0,0,0,0,0,0
9120,1962,52,Graduation,Single,66565,0,1,1,2012-12-05,571,80,0,747,10,161,65,40,42,1065,4,4,2,9,19,8,0,0,0,0,0,0,0
891,1951,63,Master,Together,29298,1,1,2,2013-09-07,295,60,0,6,0,2,2,0,1,11,1,1,0,2,4,5,0,0,0,0,0,0,0
10381,1979,35,Graduation,Single,47691,0,1,1,2013-07-05,359,43,0,14,0,3,0,0,4,21,1,1,0,2,4,6,0,0,0,0,0,0,0
3525,1970,44,Graduation,Together,38200,1,1,2,2012-12-07,569,19,0,12,0,4,0,0,1,17,1,1,0,2,4,7,0,0,0,0,0,0,0
6818,1974,40,Graduation,Married,44989,0,1,1,2012-09-12,655,26,0,98,0,106,49,10,106,369,5,5,1,5,16,6,0,0,0,0,0,0,0
3526,1968,46,PhD,Married,38443,1,1,2,2014-01-27,153,58,0,32,0,5,0,0,1,38,2,1,0,3,6,7,0,0,0,0,0,0,0
8181,1978,36,2n Cycle,Single,38593,1,0,1,2013-09-13,289,42,0,51,12,49,17,24,24,177,3,4,1,3,11,8,0,0,0,0,0,0,0
1029,1970,44,PhD,Together,64413,0,1,1,2013-08-01,332,27,0,200,5,44,0,10,20,279,1,5,1,5,12,5,0,0,0,0,0,0,0
7369,1981,33,Master,Married,36959,1,0,1,2013-10-02,270,56,0,25,6,25,6,0,0,62,2,2,0,3,7,8,0,0,0,0,0,0,0
2574,1977,37,PhD,Married,61996,0,1,1,2013-01-31,514,27,0,1050,12,144,0,0,24,1230,3,6,4,8,21,5,1,1,0,1,0,1,4
8159,1968,46,Graduation,Married,51287,1,1,2,2014-04-01,89,10,0,117,0,22,13,0,30,182,3,4,1,3,11,7,0,0,0,0,0,0,0
1160,1970,44,Graduation,Married,13260,1,1,2,2013-08-23,310,48,0,9,4,17,10,2,7,49,4,3,0,3,10,8,0,0,0,0,0,0,0
10242,1966,48,PhD,Together,47472,1,1,2,2013-09-16,286,39,0,56,0,11,0,0,8,75,2,2,0,4,8,5,0,0,0,0,0,0,0
5253,1956,58,Master,Together,54603,1,1,2,2013-07-09,355,85,0,145,13,46,17,2,4,227,6,4,2,4,16,7,0,0,0,0,0,0,0
5966,1974,40,PhD,Married,45207,1,1,2,2012-11-10,596,64,0,203,0,10,0,0,2,215,5,3,1,6,15,6,0,0,0,1,0,0,1
5314,1951,63,Graduation,Together,40689,0,1,1,2013-03-18,468,69,0,270,3,27,39,6,99,444,7,7,1,5,20,8,0,0,0,0,0,0,0
5081,1967,47,2n Cycle,Together,47821,1,1,2,2013-10-20,252,54,0,9,0,16,6,6,10,47,1,1,0,3,5,8,0,0,0,0,0,0,0
5123,1951,63,Master,Married,27450,0,0,0,2013-04-15,440,57,0,37,12,23,8,11,52,143,1,2,1,3,7,7,0,0,0,0,0,0,0
5756,1983,31,Graduation,Together,39453,1,0,1,2014-04-03,87,64,0,46,0,7,0,0,2,55,2,2,0,3,7,6,0,0,0,0,0,0,0
8036,1971,43,2n Cycle,Together,26850,1,1,2,2014-04-18,72,10,0,31,1,13,7,2,9,63,4,2,1,4,11,4,0,0,0,0,0,0,0
9058,1955,59,Graduation,Widow,79800,0,0,0,2012-09-23,644,65,0,1060,21,530,32,0,224,1867,1,5,11,5,22,3,1,0,1,0,1,1,4
5057,1961,53,Master,Married,61794,0,1,1,2013-09-14,288,74,0,264,47,188,54,47,11,611,2,4,4,10,20,2,0,0,0,0,0,0,0
254,1955,59,Graduation,Together,53863,0,1,1,2014-05-17,43,4,0,399,4,30,6,4,30,473,3,7,1,7,18,7,0,0,0,1,0,0,1
4179,1959,55,Graduation,Together,24221,0,0,0,2013-08-20,313,94,0,8,9,9,2,5,22,55,1,1,1,3,6,4,0,0,0,0,0,0,0
3710,1984,30,PhD,Single,39684,1,0,1,2012-10-12,625,41,1,19,0,35,6,4,17,81,2,2,1,2,7,7,0,0,0,0,0,1,1
7627,1975,39,Master,Married,92163,0,0,0,2012-12-12,564,25,0,817,183,797,106,163,20,2086,0,5,11,5,21,2,1,0,0,0,1,1,3
4501,1965,49,Master,Single,69882,0,0,0,2013-11-10,231,94,0,292,127,635,132,127,165,1478,1,3,7,9,20,1,0,0,0,0,0,0,0
6424,1977,37,Graduation,Together,33178,1,0,1,2014-01-30,150,9,0,12,6,2,11,2,16,49,1,1,0,3,5,4,0,0,0,0,0,0,0
3075,1972,42,PhD,Married,59973,0,0,0,2013-09-11,291,47,0,130,30,168,20,34,0,382,1,3,4,7,15,1,0,0,0,0,0,0,0
4992,1975,39,Master,Together,17459,1,0,1,2013-09-19,283,12,0,6,4,16,3,10,30,69,3,3,1,2,9,7,0,0,0,0,0,1,1
5252,1969,45,Graduation,Divorced,23910,1,0,1,2012-10-26,611,80,0,16,12,18,7,1,13,67,1,2,0,3,6,7,0,0,0,0,0,0,0
7444,1969,45,Master,Married,42169,1,1,2,2013-10-19,253,20,0,19,0,9,0,0,2,30,2,1,0,3,6,8,0,0,0,0,0,0,0
6919,1978,36,2n Cycle,Married,26224,1,0,1,2013-06-04,390,39,0,4,7,15,13,9,15,63,3,2,1,3,9,6,0,0,0,0,0,0,0
3537,1981,33,Graduation,Together,31089,1,0,1,2012-08-17,681,57,0,31,3,31,2,8,4,79,3,3,0,4,10,8,0,0,0,0,0,0,0
10277,1961,53,Graduation,Single,30081,0,1,1,2013-02-21,493,27,0,36,0,2,0,0,4,42,1,1,0,3,5,7,0,0,0,0,0,0,0
2453,1960,54,Graduation,Together,62807,0,1,1,2012-08-31,667,83,0,526,28,135,10,21,99,819,3,5,3,12,23,5,0,0,0,0,0,0,0
7972,1955,59,Graduation,Single,72906,0,0,0,2013-09-17,285,79,0,400,32,519,71,75,54,1151,1,3,4,9,17,1,0,0,0,0,0,0,0
